Round,Track,Qualifying,Stint,Lap,"Rear Wing","Front Wing",Engine,Brake,Differential,Suspension,Fuel,"Tyre Remaining","Tyre Choice","Lap Time","Lap Distance",Cornering,Inclines,Camber,Grip,Altitude,Roughness,Width,Temperature,Humidity,"Wind (Avg. Speed)","Wind (Gusts)","Air Density","Air Pressure"
1,France,0,12,1,10,500,10,250,370,10,47.751806896136,96.875549145908,Hard,68.05291215,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,13,1,500,250,370,500,370,10,47.751806896136,96.875549145908,Hard,67.95659635,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,14,1,250,250,10,10,500,10,47.751806896136,96.875549145908,Hard,70.56685275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,15,1,500,10,500,10,500,10,47.751806896136,96.875549145908,Hard,73.45085275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,16,1,250,500,130,250,500,10,47.751806896136,96.875549145908,Hard,68.33441215,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,17,1,370,10,10,370,10,130,47.751806896136,96.875549145908,Hard,70.66592125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,18,1,130,500,370,10,130,130,47.751806896136,96.875549145908,Hard,72.29548065,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,19,1,130,500,250,130,130,130,47.751806896136,96.875549145908,Hard,70.05048065,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,20,1,130,130,10,370,130,130,47.751806896136,96.875549145908,Hard,70.77292125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,21,1,250,370,500,500,130,130,47.751806896136,96.875549145908,Hard,69.76716485,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,22,1,500,370,250,10,250,130,47.751806896136,96.875549145908,Hard,68.43642125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,23,1,130,10,500,500,250,130,47.751806896136,96.875549145908,Hard,72.21416485,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,24,1,10,10,250,130,370,130,47.751806896136,96.875549145908,Hard,72.36435275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,25,1,10,250,130,250,370,130,47.751806896136,96.875549145908,Hard,70.67635275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,26,1,130,10,370,500,370,130,47.751806896136,96.875549145908,Hard,72.40509635,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,27,1,250,130,500,500,370,130,47.751806896136,96.875549145908,Hard,71.91859635,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,28,1,500,250,10,250,500,130,47.751806896136,96.875549145908,Hard,68.70235275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,29,1,250,500,500,370,500,130,47.751806896136,96.875549145908,Hard,70.35391215,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,30,1,370,10,130,10,10,250,47.751806896136,96.875549145908,Hard,72.65992125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,31,1,130,500,250,10,10,250,47.751806896136,96.875549145908,Hard,71.60648065,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,32,1,500,130,250,130,10,250,47.751806896136,96.875549145908,Hard,71.45742125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,33,1,370,130,500,500,10,250,47.751806896136,96.875549145908,Hard,71.53416485,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,34,1,250,250,500,370,130,250,47.751806896136,96.875549145908,Hard,72.60342125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,35,1,370,370,250,500,130,250,47.751806896136,96.875549145908,Hard,69.04566485,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,36,1,370,10,130,250,250,250,47.751806896136,96.875549145908,Hard,70.95192125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,37,1,500,250,250,250,250,250,47.751806896136,96.875549145908,Hard,69.66642125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,38,1,500,130,10,250,370,250,47.751806896136,96.875549145908,Hard,69.81585275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,39,1,370,370,250,500,370,250,47.751806896136,96.875549145908,Hard,68.91809635,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,40,1,500,500,500,10,500,250,47.751806896136,96.875549145908,Hard,72.04541215,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,41,1,370,10,10,250,500,250,47.751806896136,96.875549145908,Hard,71.02085275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,42,1,250,370,130,250,500,250,47.751806896136,96.875549145908,Hard,70.10785275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,43,1,370,10,500,250,500,250,47.751806896136,96.875549145908,Hard,72.74735275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,44,1,130,370,370,370,500,250,47.751806896136,96.875549145908,Hard,71.98885275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,45,1,130,250,250,500,500,250,47.751806896136,96.875549145908,Hard,71.40959635,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,46,1,500,370,10,10,10,370,47.751806896136,96.875549145908,Hard,69.58342125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,47,1,10,250,10,130,10,370,47.751806896136,96.875549145908,Hard,72.76692125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,48,1,130,500,500,130,10,370,47.751806896136,96.875549145908,Hard,74.20898065,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,49,1,500,500,130,370,10,370,47.751806896136,96.875549145908,Hard,67.88298065,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,50,1,500,370,500,130,130,370,47.751806896136,96.875549145908,Hard,71.02592125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,51,1,10,250,130,500,130,370,47.751806896136,96.875549145908,Hard,72.09266485,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,52,1,500,250,370,10,250,370,47.751806896136,96.875549145908,Hard,72.00742125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,53,1,10,130,500,10,250,370,47.751806896136,96.875549145908,Hard,76.02442125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,54,1,250,370,130,10,370,370,47.751806896136,96.875549145908,Hard,72.39035275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,55,1,10,130,370,130,370,370,47.751806896136,96.875549145908,Hard,73.45835275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,56,1,130,250,500,250,500,370,47.751806896136,96.875549145908,Hard,73.42635275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,57,1,130,500,500,10,10,500,47.751806896136,96.875549145908,Hard,74.19348065,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,58,1,250,500,10,130,10,500,47.751806896136,96.875549145908,Hard,71.15398065,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,59,1,250,500,370,130,10,500,47.751806896136,96.875549145908,Hard,73.53398065,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,60,1,370,10,10,250,10,500,47.751806896136,96.875549145908,Hard,72.09842125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,61,1,10,250,130,130,130,500,47.751806896136,96.875549145908,Hard,74.24742125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,62,1,250,10,10,10,250,500,47.751806896136,96.875549145908,Hard,72.48542125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,63,1,250,500,10,250,250,500,47.751806896136,96.875549145908,Hard,68.41998065,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,64,1,370,130,370,250,250,500,47.751806896136,96.875549145908,Hard,72.69842125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,65,1,500,500,500,500,250,500,47.751806896136,96.875549145908,Hard,69.15772425,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,66,1,500,500,130,250,370,500,47.751806896136,96.875549145908,Hard,69.98091215,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,67,1,10,10,250,10,500,500,47.751806896136,96.875549145908,Hard,75.93435275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,68,1,370,370,10,250,500,500,47.751806896136,96.875549145908,Hard,70.43435275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,69,1,10,500,10,500,500,500,47.751806896136,96.875549145908,Hard,71.86165575,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,70,1,500,10,250,500,500,500,47.751806896136,96.875549145908,Hard,72.10359635,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,1,500,370,130,250,250,10,117.75180689614,96.875549145908,Hard,71.19188125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,2,500,370,130,250,250,10,115.50361379227,93.751098291815,Hard,70.015280089536,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,3,500,370,130,250,250,10,113.25542068841,90.626647437723,Hard,71.162678929072,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,4,500,370,130,250,250,10,111.00722758454,87.502196583631,Hard,70.117077768607,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,5,500,370,130,250,250,10,108.75903448068,84.377745729538,Hard,69.616476608143,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,6,500,370,130,250,250,10,106.51084137682,81.253294875446,Hard,70.387875447679,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,7,500,370,130,250,250,10,104.26264827295,78.128844021354,Hard,69.225274287215,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,8,500,370,130,250,250,10,102.01445516909,75.004393167261,Hard,69.97467312675,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,9,500,370,130,250,250,10,99.766262065224,71.879942313169,Hard,70.727071966286,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,10,500,370,130,250,250,10,97.51806896136,68.755491459077,Hard,69.479470805822,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,11,500,370,130,250,250,10,95.269875857496,65.631040604985,Hard,69.568869645358,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,12,500,370,130,250,250,10,93.021682753632,62.506589750892,Hard,69.730268484893,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,13,500,370,130,250,250,10,90.773489649768,59.3821388968,Hard,68.589667324429,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,14,500,370,130,250,250,10,88.525296545904,56.257688042708,Hard,69.586066163965,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,15,500,370,130,250,250,10,86.27710344204,53.133237188615,Hard,69.719465003501,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,16,500,370,130,250,250,10,84.028910338176,50.008786334523,Hard,69.575863843036,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,17,500,370,130,250,250,10,81.780717234312,46.884335480431,Hard,68.750262682572,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,18,500,370,130,250,250,10,79.532524130448,43.759884626338,Hard,69.615661522108,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,19,500,370,130,250,250,10,77.284331026584,40.635433772246,Hard,69.333060361644,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,20,500,370,130,250,250,10,75.036137922719,37.510982918154,Hard,67.69045920118,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,21,500,370,130,250,250,10,72.787944818855,34.386532064061,Hard,67.592858040715,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,22,500,370,130,250,250,10,70.539751714991,31.262081209969,Hard,69.060256880251,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,23,500,370,130,250,250,10,68.291558611127,28.137630355877,Hard,68.032655719787,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,24,500,370,130,250,250,10,66.043365507263,25.013179501784,Hard,67.051054559323,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,71,25,500,370,130,250,250,10,63.795172403399,21.888728647692,Hard,68.827453398858,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,72,1,500,370,130,250,250,10,2.751806896136,94.101197707118,Soft,63.83172275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,72,2,500,370,130,250,250,10,0.50361379227196,88.202395414235,Soft,63.513121589536,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,73,1,500,370,130,250,250,10,97.751806896136,94.101197707118,Soft,69.16563275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,74,1,500,370,130,250,250,10,77.751806896136,94.101197707118,Soft,68.70507275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,75,1,500,370,130,250,250,10,57.751806896136,94.101197707118,Soft,67.55951275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,76,1,500,370,130,250,250,10,37.751806896136,94.101197707118,Soft,66.78895275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,77,1,500,370,130,250,250,10,17.751806896136,94.101197707118,Soft,64.89039275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,78,1,500,370,130,250,250,10,97.751806896136,96.875549145908,Hard,69.86532125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,79,1,500,370,130,250,250,10,77.751806896136,96.875549145908,Hard,69.29176125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,80,1,500,370,130,250,250,10,57.751806896136,96.875549145908,Hard,67.69820125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,81,1,500,370,130,250,250,10,37.751806896136,96.875549145908,Hard,66.39364125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,82,1,500,370,130,250,250,10,17.751806896136,96.875549145908,Hard,64.46408125,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,83,1,500,370,130,250,250,10,117.75180689614,95.760782770177,Medium,71.41020225,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,83,2,500,370,130,250,250,10,115.50361379227,91.521565540354,Medium,71.275601089536,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,83,3,500,370,130,250,250,10,113.25542068841,87.282348310531,Medium,70.106999929072,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,84,1,500,370,130,250,250,10,117.75180689614,94.101197707118,Soft,70.96219275,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,84,2,500,370,130,250,250,10,115.50361379227,88.202395414235,Soft,69.908591589536,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,84,3,500,370,130,250,250,10,113.25542068841,82.303593121353,Soft,69.819990429072,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,84,4,500,370,130,250,250,10,111.00722758454,76.404790828471,Soft,70.806389268607,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,84,5,500,370,130,250,250,10,108.75903448068,70.505988535588,Soft,70.192788108143,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,84,6,500,370,130,250,250,10,106.51084137682,64.607186242706,Soft,69.299186947679,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,84,7,500,370,130,250,250,10,104.26264827295,58.708383949824,Soft,69.595585787215,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,84,8,500,370,130,250,250,10,102.01445516909,52.809581656941,Soft,70.43498462675,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,84,9,500,370,130,250,250,10,99.766262065224,46.910779364059,Soft,68.862383466286,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
1,France,0,84,10,500,370,130,250,250,10,97.51806896136,41.011977071177,Soft,68.343782305822,3.3,98,73,13,18,15,74,8,39,74,48,77,14,41
2,England,1,0,1,250,250,300,250,250,250,10,100,"Extra Soft",98.83016685,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,1,1,250,250,300,250,250,250,116.77089672593,96.326579937969,Hard,109.22064735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,2,1,250,250,300,250,250,250,116.77089672593,96.326579937969,Hard,108.66264735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,3,1,250,250,300,250,250,250,116.77089672593,96.326579937969,Hard,110.10564735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,4,1,250,250,300,250,250,250,116.77089672593,96.326579937969,Hard,108.60064735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,5,1,10,10,400,250,100,450,116.77089672593,96.326579937969,Hard,112.00869925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,6,1,10,10,400,250,100,450,116.77089672593,96.326579937969,Hard,113.65269925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,7,1,10,10,400,250,100,450,116.77089672593,96.326579937969,Hard,113.41069925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,8,1,10,10,400,250,100,450,116.77089672593,96.326579937969,Hard,112.56469925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,9,1,10,10,100,250,100,450,116.77089672593,96.326579937969,Hard,114.94669925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,10,1,10,10,100,250,100,450,116.77089672593,96.326579937969,Hard,114.25469925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,11,1,10,10,100,250,100,450,116.77089672593,96.326579937969,Hard,114.84569925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,12,1,10,10,100,250,100,450,116.77089672593,96.326579937969,Hard,114.96069925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,13,1,100,100,400,500,100,200,116.77089672593,96.326579937969,Hard,111.79769925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,14,1,100,100,400,500,100,200,116.77089672593,96.326579937969,Hard,111.08469925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,15,1,100,100,400,500,100,200,116.77089672593,96.326579937969,Hard,110.79169925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,16,1,100,100,400,500,100,200,116.77089672593,96.326579937969,Hard,110.89969925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,17,1,100,100,100,50,100,200,116.77089672593,96.326579937969,Hard,111.20119925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,18,1,100,100,100,50,100,200,116.77089672593,96.326579937969,Hard,110.24719925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,19,1,100,100,100,50,100,200,116.77089672593,96.326579937969,Hard,110.41519925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,20,1,100,100,100,50,100,200,116.77089672593,96.326579937969,Hard,110.08419925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,21,1,150,150,400,50,100,500,116.77089672593,96.326579937969,Hard,109.50256495,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,22,1,150,150,400,50,100,500,116.77089672593,96.326579937969,Hard,109.90856495,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,23,1,150,150,400,50,100,500,116.77089672593,96.326579937969,Hard,108.72156495,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,24,1,150,150,400,50,100,500,116.77089672593,96.326579937969,Hard,108.93556495,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,25,1,300,300,350,500,100,50,116.77089672593,96.326579937969,Hard,111.49714735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,26,1,300,300,350,500,100,50,116.77089672593,96.326579937969,Hard,111.09614735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,27,1,300,300,350,500,100,50,116.77089672593,96.326579937969,Hard,110.86114735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,28,1,300,300,350,500,100,50,116.77089672593,96.326579937969,Hard,111.09514735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,29,1,250,250,300,250,250,250,116.77089672593,96.326579937969,Hard,108.99364735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,30,1,10,10,400,250,100,450,116.77089672593,96.326579937969,Hard,112.30769925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,31,1,100,100,400,500,100,200,116.77089672593,96.326579937969,Hard,112.11569925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,32,1,100,100,100,50,100,200,116.77089672593,96.326579937969,Hard,110.16719925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,33,1,150,150,400,50,100,500,116.77089672593,96.326579937969,Hard,109.03556495,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,34,1,300,300,350,500,100,50,116.77089672593,96.326579937969,Hard,111.71514735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,35,1,250,250,300,250,250,250,116.77089672593,96.326579937969,Hard,108.24064735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,36,1,100,100,400,500,100,200,116.77089672593,96.326579937969,Hard,111.07869925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,37,1,100,100,100,50,100,200,116.77089672593,96.326579937969,Hard,109.45319925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,38,1,150,150,400,50,100,500,116.77089672593,96.326579937969,Hard,109.94656495,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,39,1,300,300,350,500,100,50,116.77089672593,96.326579937969,Hard,110.04114735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,40,1,250,250,300,250,250,250,116.77089672593,96.326579937969,Hard,109.97264735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,41,1,100,100,100,50,100,200,116.77089672593,96.326579937969,Hard,110.21219925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,42,1,150,150,400,50,100,500,116.77089672593,96.326579937969,Hard,110.01156495,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,43,1,300,300,350,500,100,50,116.77089672593,96.326579937969,Hard,110.28614735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,44,1,250,250,300,250,250,250,116.77089672593,96.326579937969,Hard,108.57064735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,45,1,250,250,300,250,250,250,116.77089672593,96.326579937969,Hard,108.90064735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,46,1,100,100,100,50,100,200,116.77089672593,96.326579937969,Hard,110.70919925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,47,1,100,100,100,50,100,200,116.77089672593,96.326579937969,Hard,110.92019925,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,48,1,150,150,400,50,100,500,116.77089672593,96.326579937969,Hard,108.80356495,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,49,1,150,150,400,50,100,500,116.77089672593,96.326579937969,Hard,110.11456495,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,50,1,150,150,400,50,100,500,116.77089672593,96.326579937969,Hard,109.02056495,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,51,1,150,150,400,50,100,500,116.77089672593,96.326579937969,Hard,109.01656495,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,52,1,150,150,400,50,100,500,116.77089672593,96.326579937969,Hard,109.48856495,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,53,1,150,150,400,50,100,500,116.77089672593,96.326579937969,Hard,110.60456495,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,54,1,250,250,300,250,250,250,116.77089672593,96.326579937969,Hard,109.10764735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,55,1,250,250,300,250,250,250,116.77089672593,96.326579937969,Hard,108.14064735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,56,1,250,250,300,250,250,250,116.77089672593,96.326579937969,Hard,109.72064735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
2,England,0,57,1,250,250,300,250,250,250,116.77089672593,96.326579937969,Hard,109.83464735,4.9,23,86,2,79,77,1,32,31,96,10,20,97,45
